Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
-0.99,mzspec:ST003189:206.mzXML:scan:1145,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_G233-CULT_7_1to10__102040eV___Run126.mzML:scan:4588,1,0.88,3,MSV000090480,NoID
-0.99,mzspec:MSV000095605:peak/quad_15_15_UNINFECTED_WT_UNINF_4_10_7_2021_14_179_G11.mzML:scan:525,1,0.88,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_50_50_UNINFECTED_WT_UNIF_3_11_11_2021_20_184_B11.mzML:scan:607,1,0.88,3,MSV000095605,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G79354_5x_BC3_01_19277.mzML:scan:55,1,0.88,4,MSV000083010,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/586_Group4_90dpi_LA_15_Y_B3_P118.mzXML:scan:99,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/641_Group14_142dpi_LA_196_G_C12_P120.mzXML:scan:88,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000092571:peak/mzML/P6_B6_A100_1_InVG.mzML:scan:182,1,0.88,3,MSV000092571,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/728_Group14_142dpi_LA_223_G_F3_P120.mzXML:scan:90,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_12/29_24.mzML:scan:94,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000084101:ccms_peak/Animal_simple_subset/G75698_rerun_BH7_01_18779.mzML:scan:44,1,0.88,3,MSV000084101,NoID
0.04,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Arg-5_POS.mzML:scan:4294967295,1,0.88,2,MTBLS3963,NoID
-0.99,mzspec:MSV000082049:peak/Plate_12/29_24.mzML:scan:94,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_YIM-INC_5_1to10__102040eV___Run96.mzML:scan:4568,1,0.88,2,MSV000090480,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G75802_p19_e10_rerun2_GE5_01_21701.mzML:scan:46,1,0.88,3,MSV000083010,NoID
-1,mzspec:MSV000095605:peak/quad_50_50_UNINFECTED_WT_UNIF_3_11_11_2021_20_184_B11.mzML:scan:1019,1,0.88,3,MSV000095605,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G75698_rerun_BH7_01_18779.mzML:scan:44,1,0.88,3,MSV000083010,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/729_Group14_142dpi_LA_224_G_F4_P120.mzXML:scan:90,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:MSV000084101:ccms_peak/Animal_simple_subset/G78937_BA11_01_18646.mzML:scan:71,1,0.88,4,MSV000084101,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96381_5x_RD9_01_32648.mzXML:scan:43,1,0.88,3,MSV000083014,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_simple_subset/files/G75793_5x_BF9_01_19336.mzML:scan:41,1,0.88,3,MSV000084734,NoID
-1,mzspec:MSV000082049:peak/Plate_1/11_30.mzML:scan:119,1,0.88,3,MSV000082049,NoID
-1,mzspec:MSV000083014:peak/Samples/G96222_5x_BD6_01_32762.mzXML:scan:39,1,0.88,3,MSV000083014,NoID
-0.99,mzspec:MSV000082727:ccms_peak/ST000753/EX00635/Raw data/Lipidomics/POS/20161020_S00025561_P.mzXML:scan:141,1,0.88,4,MSV000082727,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-RA-peaklist-reconvert/587_Group4_90dpi_RA_16_Y_B4_P122.mzXML:scan:91,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/602_Group7_120dpi_LA_137_R_E4_P119.mzXML:scan:102,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-RA-peaklist-reconvert/620_Group10_142dpi_RA_190_G_C6_P124.mzXML:scan:87,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/704_Group10_142dpi_LA_214_G_E6_P120.mzXML:scan:91,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:ST003189:311.mzXML:scan:1128,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000082423:ccms_peak/data_mzxml_beef/Samples_beef/G96222_5x_BD6_01_32762.mzML:scan:39,1,0.88,3,MSV000082423,NoID
-1,mzspec:MSV000082074:ccms_peak/Samples/G75663_1x_RE4_01_18853.mzML:scan:52,1,0.88,4,MSV000082074,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G79482_BC2_01_18667.mzML:scan:60,1,0.88,4,MSV000083010,NoID
-1,mzspec:MSV000081673:ccms_peak/data_mzxml/Samples/G79240_BF12_01_18737.mzML:scan:50,1,0.88,3,MSV000081673,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75663_1x_RE4_01_18853.mzML:scan:52,1,0.88,4,MSV000084900,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083014_course/G96222_5x_BD6_01_32762.mzML:scan:39,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:MSV000095605:peak/QC_quad_2_4.mzML:scan:627,1,0.88,3,MSV000095605,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_ElAB12n2_30.mzML:scan:6316,1,0.88,2,ST002512,NoID
-0.99,mzspec:MSV000082049:peak/Plate_1/1_31.mzML:scan:90,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST003189:214.mzXML:scan:1099,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-RA-peaklist-reconvert/684_Group6_113dpi_RA_66_Y_F6_P122.mzXML:scan:104,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/726_Group14_142dpi_LA_221_G_F1_P120.mzXML:scan:94,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000089899:ccms_peak/mzXML/br_40-1_RA6_01_65041.mzML:scan:785,1,0.88,3,MSV000089899,NoID
0.04,mzspec:MTBLS601:FILES/liver24_9.mzXML:scan:5424,1,0.88,4,MTBLS601,NoID
-1,mzspec:MSV000085120:ccms_peak/Plate 5/BAX422_2x_GG4_01_23670.mzML:scan:816,1,0.88,3,MSV000085120,NoID
-1,mzspec:MSV000085120:ccms_peak/Plate16/BAX1360_2x_GE8_01_25267.mzML:scan:476,1,0.88,3,MSV000085120,NoID
0.04,mzspec:MTBLS601:FILES/liver24_6.mzXML:scan:4672,1,0.88,4,MTBLS601,NoID
-0.99,mzspec:ST003189:328.mzXML:scan:1133,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000081750:ccms_peak/data_mzxml/Samples/G75663_1x_RE4_01_18853.mzML:scan:52,1,0.88,4,MSV000081750,NoID
-0.99,mzspec:MSV000088772:peak/mzML/liver_4_15_UNINFECTED_IL1R_UNINF_1_10_7_2021_11_178_D10.mzML:scan:236,1,0.88,3,MSV000088772,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:435,1,0.88,3,MSV000088772,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/620_Group10_142dpi_LA_190_G_C6_P120.mzXML:scan:101,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_simple_subset/files/G73701_BC8_01_18674.mzML:scan:50,1,0.88,3,MSV000084734,NoID
0.04,mzspec:MTBLS601:FILES/liver78_10.mzXML:scan:5318,1,0.88,4,MTBLS601,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/688_Group7_120dpi_LA_148_R_F3_P119.mzXML:scan:97,1,0.88,3,MSV000087427,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/585_Group3E_142dpi_LA_180_G_B8_P120.mzXML:scan:89,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:ST003189:355.mzXML:scan:1155,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/698_Group9_142dpi_LA_208_G_D12_P120.mzXML:scan:89,1,0.88,3,MSV000087427,NoID
-0.99,mzspec:MSV000088772:peak/mzML/QC_quad_2_4.mzML:scan:627,1,0.88,3,MSV000088772,NoID
-0.99,mzspec:MSV000095605:peak/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:435,1,0.88,3,MSV000095605,NoID
-0.99,mzspec:ST002551:Pooled_QC_MS2_2_POS.mzXML:scan:1761,1,0.88,3,ST002551,NoID
-0.99,mzspec:ST003483:Extracellular/d7-T3.mzXML:scan:3428,1,0.88,2,ST003483,NoID
-1,mzspec:ST003483:Extracellular/d3-T2.mzXML:scan:3474,1,0.88,2,ST003483,NoID
-1.03,mzspec:MSV000082268:peak/mzxml_files/samples/Plate9_GC6_01_24743.mzXML:scan:298,1,0.88,3,MSV000082268,NoID
-1,mzspec:ST003483:Extracellular/d3-T2.mzXML:scan:3425,1,0.88,2,ST003483,NoID
-0.99,mzspec:ST003483:Extracellular/d7-G5.mzXML:scan:3450,1,0.88,2,ST003483,NoID
-1,mzspec:MSV000081675:ccms_peak/data_mzxml/Controls/Solvent_Blank_9_6_BF1_01_19017.mzML:scan:52,1,0.88,3,MSV000081675,NoID
-0.99,mzspec:ST003483:Extracellular/d3-B3.mzXML:scan:3484,1,0.88,2,ST003483,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_12/19_28.mzML:scan:91,1,0.88,3,MSV000082049,NoID
-1,mzspec:MSV000081682:ccms_peak/data_mzxml/Samples/G79631_1x_8ul_BC6_01_20282.mzML:scan:53,1,0.88,3,MSV000081682,NoID
-1,mzspec:MSV000082049:peak/Plate_6/24_25.mzML:scan:120,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000092032:ccms_peak/raw/BAXplate6_E2.mzML:scan:454,1,0.88,4,MSV000092032,NoID
-0.99,mzspec:MSV000082049:peak/Plate_12/19_28.mzML:scan:91,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST002798:HILICpos_ms2/DDA/20210908urineHILICDDMS_HILICpos.mzML:scan:6783,1,0.88,3,ST002798,NoID
-1,mzspec:MSV000082049:ccms_peak/Plate_1/11_24.mzML:scan:101,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000092032:peak/mzML/BAXplate6_E2.mzML:scan:454,1,0.88,4,MSV000092032,NoID
-1,mzspec:MSV000082049:peak/Plate_1/11_24.mzML:scan:101,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75801_5x_BA10_01_19247.mzML:scan:44,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:ST003189:210.mzXML:scan:1131,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000082049:ccms_peak/Plate_6/24_25.mzML:scan:120,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST003483:Extracellular/d14-B3.mzXML:scan:3472,1,0.88,2,ST003483,NoID
-0.99,mzspec:ST003189:495.mzXML:scan:1169,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000081673:ccms_peak/data_mzxml/Samples/G73701_BC8_01_18674.mzML:scan:50,1,0.88,3,MSV000081673,NoID
-0.99,mzspec:ST003483:Extracellular/d7-G5.mzXML:scan:3427,1,0.88,2,ST003483,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_1/1_31.mzML:scan:90,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST003483:Extracellular/d3-G4.mzXML:scan:3461,1,0.88,2,ST003483,NoID
-1,mzspec:MSV000087685:peak/mzML/PLT2_D10.mzML:scan:512,1,0.88,3,MSV000087685,NoID
-0.99,mzspec:ST003189:375.mzXML:scan:1099,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000087685:ccms_peak/raw/PLT2_D10.mzML:scan:512,1,0.88,3,MSV000087685,NoID
-1,mzspec:MSV000083010:ccms_peak/Samples/G75663_1x_RE4_01_18853.mzML:scan:52,1,0.88,4,MSV000083010,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_YIM-INC_6_1to10__102040eV___Run115.mzML:scan:4379,1,0.88,2,MSV000090480,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_YIM-CULT_1_1to10__102030eV___Run20.mzML:scan:4412,1,0.88,2,MSV000090480,NoID
-0.99,mzspec:ST003483:Extracellular/d7-G1.mzXML:scan:3449,1,0.88,2,ST003483,NoID
-0.99,mzspec:ST003483:Extracellular/d7-G1.mzXML:scan:3425,1,0.88,2,ST003483,NoID
-1,mzspec:MSV000081936:ccms_peak/animal/G79631_1x_8ul_BC6_01_20282.mzML:scan:53,1,0.88,3,MSV000081936,NoID
-0.99,mzspec:ST003483:Extracellular/d7-G3.mzXML:scan:3436,1,0.88,2,ST003483,NoID
-1,mzspec:MSV000082049:ccms_peak/Plate_1/11_30.mzML:scan:119,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST003483:Extracellular/d7-T4.mzXML:scan:3460,1,0.88,2,ST003483,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_GL_Raw_Data/2021_0119_04x_150min.mzML:scan:4294967295,1,0.88,3,MSV000088420,NoID
-0.99,mzspec:MSV000088255:ccms_peak/Urine_NGS140_FragPos.mzML:scan:5157,1,0.88,4,MSV000088255,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_plant_beverage_subset/animal_small/files/G79551_p14_h10_GB4_01_21640.mzML:scan:49,1,0.88,3,MSV000084734,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_7898_male_57_192_B_D7.mzXML:scan:1650,1,0.88,4,MSV000092754,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_U-DDA.mzML:scan:7193,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000088335:ccms_peak/G87387_RE12_01_26171.mzML:scan:44,1,0.88,3,MSV000088335,NoID
-0.99,mzspec:ST003189:100.mzXML:scan:1104,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:191.mzXML:scan:1129,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:23.mzXML:scan:1121,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000095381:peak/HF2_Pos_120m_C-DDA.mzML:scan:6127,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST003189:502.mzXML:scan:1127,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000085226:ccms_peak/qemistree_midi_data/G79551_p14_h10_GB4_01_21640.mzML:scan:49,1,0.88,3,MSV000085226,NoID
-0.99,mzspec:MSV000088255:ccms_peak/Urine_NGS098_FragPos.mzML:scan:5209,1,0.88,4,MSV000088255,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_G233-CULT_7_1to10__102040eV___Run126.mzML:scan:4346,1,0.88,2,MSV000090480,NoID
-0.99,mzspec:ST003189:238.mzXML:scan:1077,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003483:Extracellular/d7-B4.mzXML:scan:3460,1,0.88,3,ST003483,NoID
-0.99,mzspec:ST003483:Extracellular/d7-B2.mzXML:scan:3460,1,0.88,3,ST003483,NoID
-0.99,mzspec:ST003189:339.mzXML:scan:1087,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:97.mzXML:scan:1224,1,0.88,2,ST003189,NoID
-1,mzspec:MSV000082049:ccms_peak/Plate_7/6_33.mzML:scan:97,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST003189:80.mzXML:scan:1142,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_FA-DDA.mzML:scan:5594,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST003405:X0197-M002B-31_KO_30m_supp_2.mzML:scan:3880,1,0.88,4,ST003405,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_FV-DDA.mzML:scan:6942,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST002956:X0141-M002A-59_PoolA3.mzML:scan:3710,1,0.88,4,ST002956,NoID
-0.99,mzspec:ST003405:X0197-M002B-49_KO_4h_supp_3.mzML:scan:3892,1,0.88,4,ST003405,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_FV-DDA.mzML:scan:5832,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed1_Pos_120m_J-DDA.mzML:scan:6540,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96370_5x_RC12_01_32383.mzXML:scan:47,1,0.88,3,MSV000083014,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96249_5x_RG5_01_32712.mzXML:scan:42,1,0.88,3,MSV000083014,NoID
-1,mzspec:MSV000095381:peak/HF1_Pos_120m_C-DDA.mzML:scan:5968,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST003189:200.mzXML:scan:1144,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87366_RE9_01_26168.mzML:scan:48,1,0.88,3,MSV000082069,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Muscle5_DDA.mzML:scan:7818,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87368_rerun_BG3_01_26214.mzML:scan:50,1,0.88,3,MSV000082069,NoID
-0.99,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87375_RE7_01_26166.mzML:scan:48,1,0.88,3,MSV000082069,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_9413_Male_79_267_R_B8.mzXML:scan:1707,1,0.88,4,MSV000092754,NoID
-0.99,mzspec:ST003189:222.mzXML:scan:1104,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:212.mzXML:scan:1123,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:38.mzXML:scan:1077,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_plant_beverage_subset/animal_small/files/G79348_5x_BC7_01_19283.mzML:scan:63,1,0.88,3,MSV000084734,NoID
-0.99,mzspec:ST003405:X0197-M002B-36_KO_24h_supp_2.mzML:scan:3885,1,0.88,4,ST003405,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_J-DDA.mzML:scan:5819,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST003189:123.mzXML:scan:1121,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:286.mzXML:scan:1107,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000082423:ccms_peak/data_mzxml_turkey/Samples_turkey/G96370_5x_RC12_01_32383.mzML:scan:47,1,0.88,3,MSV000082423,NoID
-0.99,mzspec:ST003189:177.mzXML:scan:1132,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:272.mzXML:scan:1091,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:42.mzXML:scan:1086,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:431.mzXML:scan:1149,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:204.mzXML:scan:1127,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:126.mzXML:scan:1179,1,0.88,3,ST003189,NoID
-0.99,mzspec:MSV000082423:ccms_peak/data_mzxml_beef/Samples_beef/G96249_5x_RG5_01_32712.mzML:scan:42,1,0.88,3,MSV000082423,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083014_course/G96370_5x_RC12_01_32383.mzML:scan:47,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G79551_p14_h10_GB4_01_21640.mzML:scan:49,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_LI_GF_26.mzML:scan:5984,1,0.88,2,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_El2243_4.mzML:scan:6235,1,0.88,2,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_LI_El2243_24.mzML:scan:6058,1,0.88,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_El15644_21.mzML:scan:6286,1,0.88,2,ST002512,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_Liver5_DDA.mzML:scan:6252,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87387_RE12_01_26171.mzML:scan:44,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083014_course/G96249_5x_RG5_01_32712.mzML:scan:42,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:ST003189:508.mzXML:scan:1116,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_CS-DDA.mzML:scan:6518,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_H-DDA.mzML:scan:5640,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_U-DDA.mzML:scan:7580,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_14/30_29.mzML:scan:111,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_R-DDA.mzML:scan:6425,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000082049:peak/Plate_5/14_29.mzML:scan:124,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_FV-DDA.mzML:scan:6760,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_5/14_29.mzML:scan:124,1,0.88,3,MSV000082049,NoID
-1,mzspec:MSV000095381:peak/HF2_Pos_120m_P-DDA.mzML:scan:6005,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_S-DDA.mzML:scan:6681,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000082049:peak/Plate_14/30_29.mzML:scan:111,1,0.88,3,MSV000082049,NoID
-1,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_G233-CULT_2_1to10__102030eV___Run30.mzML:scan:5497,1,0.88,3,MSV000090480,NoID
-1,mzspec:MSV000082049:peak/Plate_7/6_33.mzML:scan:97,1,0.88,3,MSV000082049,NoID
-0.99,mzspec:ST002739:KO3_003_RB6_1_6159.mzML:scan:5784,1,0.88,4,ST002739,NoID
-0.99,mzspec:ST003189:299.mzXML:scan:1140,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:242.mzXML:scan:1086,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_S-DDA.mzML:scan:6413,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:ST003189:192.mzXML:scan:1165,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:298.mzXML:scan:1114,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:186.mzXML:scan:1161,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000095869:peak/Amines_pos/Thackray0054_MX746106_posBA_3-003.mzML:scan:4294967295,1,0.88,3,MSV000095869,NoID
-1.02,mzspec:MTBLS3097:FILES/metabolomics_mzXML_positive/Pos_standards_yeast_background_12_water_04.mzXML:scan:3760,1,0.88,4,MTBLS3097,NoID
-0.99,mzspec:MSV000082423:ccms_peak/data_mzxml_beef/Samples_beef/G96352_5x_RB11_01_32611.mzML:scan:57,1,0.88,3,MSV000082423,NoID
-1,mzspec:MSV000083010:ccms_peak/Samples/G79480_BG2_01_18741.mzML:scan:44,1,0.88,3,MSV000083010,NoID
-0.99,mzspec:ST003483:Extracellular/d3-G3.mzXML:scan:3425,1,0.88,2,ST003483,NoID
-1,mzspec:ST003483:Extracellular/d14-G1.mzXML:scan:3425,1,0.88,2,ST003483,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_Sa_10.mzML:scan:5951,1,0.88,2,ST001794,NoID
-1,mzspec:ST003483:Extracellular/d3-G1.mzXML:scan:3426,1,0.88,2,ST003483,NoID
-0.99,mzspec:ST003483:Extracellular/d3-B4.mzXML:scan:3460,1,0.88,2,ST003483,NoID
-0.99,mzspec:ST003483:Extracellular/d7-T1.mzXML:scan:3427,1,0.88,2,ST003483,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/Salmonella_infection_cecum_25_spike_high_LC2.mzML:scan:600,1,0.88,2,MSV000095423,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87331_RB2_01_26082.mzML:scan:46,1,0.88,3,MSV000084900,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G79631_1x_8ul_BC6_01_20282.mzML:scan:53,1,0.88,3,MSV000084900,NoID
-0.99,mzspec:ST003189:227.mzXML:scan:1168,1,0.88,2,ST003189,NoID
-0.99,mzspec:ST003189:180.mzXML:scan:1142,1,0.88,2,ST003189,NoID
-0.99,mzspec:MSV000095381:peak/HF2_Pos_120m_A-DDA.mzML:scan:6013,1,0.88,4,MSV000095381,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_pool_all_50MeOH_LC2.mzML:scan:505,1,0.88,2,MSV000095423,NoID
-0.99,mzspec:ST002739:KO2_003_RB5_1_6158.mzML:scan:5796,1,0.88,4,ST002739,NoID
-0.99,mzspec:ST002739:WT3_003_RB3_1_6155.mzML:scan:5800,1,0.88,4,ST002739,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_K-cortex5_DDA.mzML:scan:6730,1,0.88,4,MSV000095381,NoID
-0.99,mzspec:MSV000094961:peak/4M.mzXML:scan:310,1,0.88,3,MSV000094961,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G75801_5x_BA10_01_19247.mzML:scan:44,1,0.88,3,MSV000083010,NoID
-0.99,mzspec:MSV000085120:ccms_peak/Plate21/BAX1751_2x_BA3_01_25847.mzML:scan:761,1,0.88,3,MSV000085120,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-RA-peaklist-reconvert/703_Group10_142dpi_RA_213_G_E5_P124.mzXML:scan:90,1,0.88,3,MSV000087427,NoID
